41f26a297baf7bf2ce7b480f58bd96bebd6b6071,0
1bdab7c5f6391e710a6ebbd1a22501ef295b16ca,9
a92da2dc08d8e5d79e86ec9ef07056f0cb9daddf,0
12175d29f0bf9e271ec2bdbf25066223891b1a78,0
99efed161c6e7afd2a19f1268789f1d7427d40cc,2
0d6506aee44ee6d223fb6dea13ed06de4a935afe,24
715f3ad659fbe1f8e4b9412bf4433f85cf21dff5,0
6db252d0105ba6fe3b23dd10d7a0da17dac0ce53,0
a74f77fc2e0f0ee4e19b3da175772475564b5fec,0
1a2be4e025701f4b767521463f25f58ac2f4f5e4,0
5cab652c9ce83c48f989dcee13a6244a994889c2,0
453932337f4a67170e4e7fda3f808b273a787a41,2
3c6e4ab72f0b42390598eac1a95152e6f469789d,1
94546ac135e4d426101c752f336fef8469332117,1
be58c3021ca63d8a9758dc67fa73b784cc0317de,0
74c32fb2914bb76e90a91929b03ede6330dfbfcf,1
9262aee2ceb789e8440ecb9ee3691a6c7dfd962c,5
b4e9b6468af0e6152ea9e0b8525ae819fb80b81f,0
b027c7fc8a100d24f7f4c9963cb7b3d815a105d7,0
6e782cae26e9b27ecc5994e99c7692cad54825b6,0
c12ec062c0623aab8162665de103d8c9ab9cd103,4
3a3361c964e0c7c0543d4c4752a1b8fa0bab27d4,6
e6883d450f13cd8e513beedde1007cbf4d4ca356,0
d44296c4389b4b320786dd5d7423c16323f05455,0
c6b8f6d04f68895e416c6974130b5f6d3ba5c209,1
e28b999aed912641acebc4bf88637a12b83fa885,10
f4f3c0ed831cc34824bffb0bc3c1f65e3ee4ddab,10
177343db3817815025a70d959d18e4e1c1259731,2
5c342cd4335aab4835390fb36e4405b1a64407e5,0
437dafc587d7b270f21af6bbfbcea202bd540eac,0
f07bfbaab18fcbeaff54e4e7e877f29cd6342090,0
33049dcbed33580cb32ce8410faff6a90deb2228,3
7236fb1873921a8518b76ffc926a98ff5e875332,2
44cc2f341b7b03189f7bc2a1d9173be6f648fb63,0
6520838c8e9ea87cb0ee80a0f1675bb319bf8b46,0
b7550445fe2926f439562fbd0ecdb13e8929cd75,0
edcde259b9675acc9537452d2f249bd0ab73174c,0
fb8cdf8e8cdd896e8532ab157c5565b91dcac0aa,0
be3bcf99042f46344007621b006ff90258fed914,0
5036010916c497498bfc07ad74df9378cf84155c,0
5d5188e01d197b9bc5d16cb703d69862deaacd46,3
752d25f18a7bb44a649ccca90200ef37424a8e54,2
6fad1053e5aa14d5ecd5870517beb2c95a7481c7,0
f8d0e3346ce175f1107d9bf788a3adbe1da8ad87,0
e42b2d1480161d30a744dec3eab6702aa16b940c,2
41800a2fc6f86446c7fe0248748bfb371e37cd04,0
14864abbef7ced86f417c74c40c516c181bb22e6,0
04a2957378cf78a2dea1a97aa722620136ca9f57,0
bc124d0f9c0b37c29bb4df2ea71b463a41e469ec,11
98bc889431a35b68cbc401d45062f2b713d0c4a7,2
657d86093b136e12116a735551c37c25d14afd78,0
f6548033bb57350da1165ab0089e1a7fcc910736,3
880bcd4911d989bba28eea95b13e03300a7b743c,0
d32c8a7906c4c4203f9342ea33545622a3d17a6f,0
3ded3b543d0fa743b3c33e44c608932af26f7cd3,0
1e53befe7d0c64b87a2691435654df62285facf3,0
1477c1be1c9e11609a33c042d73f5037f968abd5,0
f3e58767a2f44da0006183d37dfd0f4331779628,0
5c7890669f8640ac41f29681d6d1e4e8ef3267d0,0
138f7ddb9078345ba5939c7815a30fe83ce01c84,0
be94e57cdf9c0efb66b1ff625f67e6e7cd4a618b,1
1c27fc53670d8b00d72350a4a424c6d6669daf5c,0
b39e34a46d7ef20c1881c6b2ceb8a732c5e31076,0
2f46ea7561bf4ec1e10cdf9d0fc32164879b10f5,0
edfb7aeba54b5f6f26c7f71b1c5f7771179352cb,0
0d8a7111a599a3f99ae2482bd4401040fcf296a9,1
f3e4fd1b5a77b8f039b722a63b749ce38fb3b1b7,0
6229c5772aa2bfb9d243afc205e9a6b534c8c629,0
446cf4470b679b124870a69095ec58d313d8618c,0
8d79dcc6e87cfc86fff7a0cd478edcfcb4756bcb,0
429ce001c85a9bdb8b1b65eb0c38ba84917055f4,25
b9d71080426b98ee5c74ee0181c7a4202aa8b69a,0
0f5d8aab5d9990c433168ad3424b3f5c9440978e,1
4fd82c03627228f9b86f990202402c970048cb4c,0
54e1727a603f7698957f43ea2cd6236fe2530615,25
e8f5cfca80d4dc4d9a3af81a81600cde39be5db0,0
beea19898ba6498e65fc18b430b13d6d263378fc,0
4dd1792909bd725ff057ceb00f8dfabe9eab1c02,24
9b8f16a16720d672d2a3b60b3b060bb300672808,0
12fe2866a9d489d2e4eabd279d1abb930a0c96b6,0
e4f5a255b0bbf655c96300c512d19f946bcd5e29,5
4384757153dc7c8bc71b499ae03b54471a1186d7,0
